id,name,iconUrl,url
elon,Elon University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/elon.svg,https://www.ncaa.com/schools/elon
embry-riddle-fl,Embry-Riddle University ,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/embry-riddle-fl.svg,https://www.ncaa.com/schools/embry-riddle-fl
emerson,Emerson College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/emerson.svg,https://www.ncaa.com/schools/emerson
emmanuel-ga,Emmanuel College (Ga.),https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/emmanuel-ga.svg,https://www.ncaa.com/schools/emmanuel-ga
emmanuel-ma,Emmanuel College (Mass.),https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/emmanuel-ma.svg,https://www.ncaa.com/schools/emmanuel-ma
emory,Emory University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/emory.svg,https://www.ncaa.com/schools/emory
emory-henry,Emory and Henry College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/emory-henry.svg,https://www.ncaa.com/schools/emory-henry
emporia-st,Emporia State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/emporia-st.svg,https://www.ncaa.com/schools/emporia-st
endicott,Endicott College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/endicott.svg,https://www.ncaa.com/schools/endicott
erskine,Erskine College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/erskine.svg,https://www.ncaa.com/schools/erskine
eureka,Eureka College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eureka.svg,https://www.ncaa.com/schools/eureka
evansville,University of Evansville,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/evansville.svg,https://www.ncaa.com/schools/evansville
evergreen-st,Evergreen St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/evergreen-st.svg,https://www.ncaa.com/schools/evergreen-st
fairfield,Fairfield University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fairfield.svg,https://www.ncaa.com/schools/fairfield
fairleigh-dickinson,Fairleigh Dickinson University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fairleigh-dickinson.svg,https://www.ncaa.com/schools/fairleigh-dickinson
fairmont-st,Fairmont State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fairmont-st.svg,https://www.ncaa.com/schools/fairmont-st
farmingdale-st,Farmingdale State College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/farmingdale-st.svg,https://www.ncaa.com/schools/farmingdale-st
fayetteville-st,Fayetteville State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fayetteville-st.svg,https://www.ncaa.com/schools/fayetteville-st
fdu-florham,"Fairleigh Dickinson Univ., Florham",https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fdu-florham.svg,https://www.ncaa.com/schools/fdu-florham
felician,Felician College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/felician.svg,https://www.ncaa.com/schools/felician
ferris-st,Ferris State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ferris-st.svg,https://www.ncaa.com/schools/ferris-st
ferrum,Ferrum College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ferrum.svg,https://www.ncaa.com/schools/ferrum
fgcu,Florida Gulf Coast University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fgcu.svg,https://www.ncaa.com/schools/fgcu
findlay,University of Findlay,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/findlay.svg,https://www.ncaa.com/schools/findlay
finlandia,Finlandia University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/finlandia.svg,https://www.ncaa.com/schools/finlandia
fisk,Fisk University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fisk.svg,https://www.ncaa.com/schools/fisk
fitchburg-st,Fitchburg State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fitchburg-st.svg,https://www.ncaa.com/schools/fitchburg-st
fiu,Florida International University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fiu.svg,https://www.ncaa.com/schools/fiu
fla-atlantic,Florida Atlantic University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fla-atlantic.svg,https://www.ncaa.com/schools/fla-atlantic
fla-southern,Florida Southern College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fla-southern.svg,https://www.ncaa.com/schools/fla-southern
flagler,Flagler College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/flagler.svg,https://www.ncaa.com/schools/flagler
florida,University of Florida,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/florida.svg,https://www.ncaa.com/schools/florida
florida-am,Florida A&M University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/florida-am.svg,https://www.ncaa.com/schools/florida-am
florida-st,Florida State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/florida-st.svg,https://www.ncaa.com/schools/florida-st
florida-tech,Florida Tech,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/florida-tech.svg,https://www.ncaa.com/schools/florida-tech
fontbonne,Fontbonne University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fontbonne.svg,https://www.ncaa.com/schools/fontbonne
fordham,Fordham University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fordham.svg,https://www.ncaa.com/schools/fordham
fort-hays-st,Fort Hays State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fort-hays-st.svg,https://www.ncaa.com/schools/fort-hays-st
fort-lewis,Fort Lewis College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fort-lewis.svg,https://www.ncaa.com/schools/fort-lewis
fort-valley-st,Fort Valley State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fort-valley-st.svg,https://www.ncaa.com/schools/fort-valley-st
framingham-st,Framingham State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/framingham-st.svg,https://www.ncaa.com/schools/framingham-st
francis-marion,Francis Marion University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/francis-marion.svg,https://www.ncaa.com/schools/francis-marion
franciscan,Franciscan Univ. of Steubenville,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/franciscan.svg,https://www.ncaa.com/schools/franciscan
frank-marsh,Franklin & Marshall College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/frank-marsh.svg,https://www.ncaa.com/schools/frank-marsh
franklin,Franklin College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/franklin.svg,https://www.ncaa.com/schools/franklin
franklin-pierce,Franklin Pierce University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/franklin-pierce.svg,https://www.ncaa.com/schools/franklin-pierce
fredonia-st,SUNY at Fredonia,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fredonia-st.svg,https://www.ncaa.com/schools/fredonia-st
fresno-pacific,Fresno Pacific University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fresno-pacific.svg,https://www.ncaa.com/schools/fresno-pacific
fresno-st,Fresno State,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fresno-st.svg,https://www.ncaa.com/schools/fresno-st
frostburg-st,Frostburg State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/frostburg-st.svg,https://www.ncaa.com/schools/frostburg-st
furman,Furman University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/furman.svg,https://www.ncaa.com/schools/furman
ga-southern,Georgia Southern University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ga-southern.svg,https://www.ncaa.com/schools/ga-southern
ga-southwestern,Georgia Southwestern State Univ.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ga-southwestern.svg,https://www.ncaa.com/schools/ga-southwestern
gallaudet,Gallaudet University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/gallaudet.svg,https://www.ncaa.com/schools/gallaudet
gannon,Gannon University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/gannon.svg,https://www.ncaa.com/schools/gannon
gardner-webb,Gardner-Webb University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/gardner-webb.svg,https://www.ncaa.com/schools/gardner-webb
geneva,Geneva College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/geneva.svg,https://www.ncaa.com/schools/geneva
george-fox,George Fox University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/george-fox.svg,https://www.ncaa.com/schools/george-fox
george-mason,George Mason University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/george-mason.svg,https://www.ncaa.com/schools/george-mason
george-washington,George Washington University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/george-washington.svg,https://www.ncaa.com/schools/george-washington
georgetown,Georgetown University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgetown.svg,https://www.ncaa.com/schools/georgetown
georgia,University of Georgia,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgia.svg,https://www.ncaa.com/schools/georgia
georgia-college,Georgia College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgia-college.svg,https://www.ncaa.com/schools/georgia-college
georgia-st,Georgia State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgia-st.svg,https://www.ncaa.com/schools/georgia-st
georgia-tech,Georgia Tech,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgia-tech.svg,https://www.ncaa.com/schools/georgia-tech
georgian-court,Georgian Court University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgian-court.svg,https://www.ncaa.com/schools/georgian-court
gettysburg,Gettysburg College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/gettysburg.svg,https://www.ncaa.com/schools/gettysburg
glenville-st,Glenville State College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/glenville-st.svg,https://www.ncaa.com/schools/glenville-st
goldey-beacom,Goldey-Beacom College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/goldey-beacom.svg,https://www.ncaa.com/schools/goldey-beacom
gonzaga,Gonzaga University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/gonzaga.svg,https://www.ncaa.com/schools/gonzaga
gordon,Gordon College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/gordon.svg,https://www.ncaa.com/schools/gordon
goucher,Goucher College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/goucher.svg,https://www.ncaa.com/schools/goucher
grambling,Grambling State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grambling.svg,https://www.ncaa.com/schools/grambling
grand-canyon,Grand Canyon University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grand-canyon.svg,https://www.ncaa.com/schools/grand-canyon
grand-valley-st,Grand Valley State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grand-valley-st.svg,https://www.ncaa.com/schools/grand-valley-st
green-bay,"University of Wisconsin, Green Bay",https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/green-bay.svg,https://www.ncaa.com/schools/green-bay
green-mountain,Green Mountain College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/green-mountain.svg,https://www.ncaa.com/schools/green-mountain
greensboro,Greensboro College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/greensboro.svg,https://www.ncaa.com/schools/greensboro
greenville,Greenville University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/greenville.svg,https://www.ncaa.com/schools/greenville
grinnell,Grinnell College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grinnell.svg,https://www.ncaa.com/schools/grinnell
grove-city,Grove City College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grove-city.svg,https://www.ncaa.com/schools/grove-city
gru-augusta,Augusta University ,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/gru-augusta.svg,https://www.ncaa.com/schools/gru-augusta
guilford,Guilford College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/guilford.svg,https://www.ncaa.com/schools/guilford
gust-adolphus,Gustavus Adolphus College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/gust-adolphus.svg,https://www.ncaa.com/schools/gust-adolphus
gwynedd-mercy,Gwynedd-Mercy College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/gwynedd-mercy.svg,https://www.ncaa.com/schools/gwynedd-mercy
hamilton,Hamilton College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hamilton.svg,https://www.ncaa.com/schools/hamilton
hamline,Hamline University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hamline.svg,https://www.ncaa.com/schools/hamline
hampden-sydney,Hampden-Sydney College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hampden-sydney.svg,https://www.ncaa.com/schools/hampden-sydney
hampton,Hampton University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hampton.svg,https://www.ncaa.com/schools/hampton
hanover,Hanover College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hanover.svg,https://www.ncaa.com/schools/hanover
hardin-simmons,Hardin-Simmons University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hardin-simmons.svg,https://www.ncaa.com/schools/hardin-simmons
harding,Harding University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/harding.svg,https://www.ncaa.com/schools/harding
hartford,University of Hartford,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hartford.svg,https://www.ncaa.com/schools/hartford
hartwick,Hartwick College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hartwick.svg,https://www.ncaa.com/schools/hartwick
harvard,Harvard University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/harvard.svg,https://www.ncaa.com/schools/harvard
haverford,Haverford College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/haverford.svg,https://www.ncaa.com/schools/haverford
hawaii,"University of Hawaii, Manoa",https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hawaii.svg,https://www.ncaa.com/schools/hawaii
hawaii-hilo,University of Hawaii at Hilo,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hawaii-hilo.svg,https://www.ncaa.com/schools/hawaii-hilo
hawaii-pacific,Hawaii Pacific University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hawaii-pacific.svg,https://www.ncaa.com/schools/hawaii-pacific
heidelberg,Heidelberg University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/heidelberg.svg,https://www.ncaa.com/schools/heidelberg
henderson-st,Henderson State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/henderson-st.svg,https://www.ncaa.com/schools/henderson-st
hendrix,Hendrix College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hendrix.svg,https://www.ncaa.com/schools/hendrix
high-point,High Point University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/high-point.svg,https://www.ncaa.com/schools/high-point
hilbert,Hilbert College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hilbert.svg,https://www.ncaa.com/schools/hilbert
hillsdale,Hillsdale College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hillsdale.svg,https://www.ncaa.com/schools/hillsdale
hiram,Hiram College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hiram.svg,https://www.ncaa.com/schools/hiram
hobart,Hobart College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hobart.svg,https://www.ncaa.com/schools/hobart
hofstra,Hofstra University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hofstra.svg,https://www.ncaa.com/schools/hofstra
hollins,Hollins University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hollins.svg,https://www.ncaa.com/schools/hollins
holy-cross,College of the Holy Cross,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/holy-cross.svg,https://www.ncaa.com/schools/holy-cross
holy-family,Holy Family University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/holy-family.svg,https://www.ncaa.com/schools/holy-family
holy-names,Holy Names University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/holy-names.svg,https://www.ncaa.com/schools/holy-names
hood,Hood College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hood.svg,https://www.ncaa.com/schools/hood
hope,Hope College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hope.svg,https://www.ncaa.com/schools/hope
houghton,Houghton College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/houghton.svg,https://www.ncaa.com/schools/houghton
houston,University of Houston,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/houston.svg,https://www.ncaa.com/schools/houston
houston-baptist,Houston Christian University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/houston-baptist.svg,https://www.ncaa.com/schools/houston-baptist
howard,Howard University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/howard.svg,https://www.ncaa.com/schools/howard
howard-payne,Howard Payne University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/howard-payne.svg,https://www.ncaa.com/schools/howard-payne
humboldt-st,"California State Polytechnic University, Humboldt",https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/humboldt-st.svg,https://www.ncaa.com/schools/humboldt-st
hunter,Hunter College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hunter.svg,https://www.ncaa.com/schools/hunter
huntingdon,Huntingdon College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/huntingdon.svg,https://www.ncaa.com/schools/huntingdon
husson,Husson University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/husson.svg,https://www.ncaa.com/schools/husson
idaho,University of Idaho,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/idaho.svg,https://www.ncaa.com/schools/idaho
idaho-st,Idaho State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/idaho-st.svg,https://www.ncaa.com/schools/idaho-st
iit,Illinois Tech,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/iit.svg,https://www.ncaa.com/schools/iit
ill-chicago,University of Illinois-Chicago,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ill-chicago.svg,https://www.ncaa.com/schools/ill-chicago
ill-springfield,University of Illinois-Springfield,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ill-springfield.svg,https://www.ncaa.com/schools/ill-springfield
ill-wesleyan,Illinois Wesleyan University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ill-wesleyan.svg,https://www.ncaa.com/schools/ill-wesleyan
illinois,University of Illinois,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/illinois.svg,https://www.ncaa.com/schools/illinois
illinois-col,Illinois College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/illinois-col.svg,https://www.ncaa.com/schools/illinois-col
illinois-st,Illinois State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/illinois-st.svg,https://www.ncaa.com/schools/illinois-st
immaculata,Immaculata University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/immaculata.svg,https://www.ncaa.com/schools/immaculata
incarnate-word,University of the Incarnate Word,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/incarnate-word.svg,https://www.ncaa.com/schools/incarnate-word
indiana,"Indiana University, Bloomington",https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/indiana.svg,https://www.ncaa.com/schools/indiana
indiana-pa,Indiana University of Pennsylvania,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/indiana-pa.svg,https://www.ncaa.com/schools/indiana-pa
indiana-st,Indiana State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/indiana-st.svg,https://www.ncaa.com/schools/indiana-st
indianapolis,University of Indianapolis,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/indianapolis.svg,https://www.ncaa.com/schools/indianapolis
iona,Iona College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/iona.svg,https://www.ncaa.com/schools/iona
iowa,University of Iowa,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/iowa.svg,https://www.ncaa.com/schools/iowa
iowa-st,Iowa State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/iowa-st.svg,https://www.ncaa.com/schools/iowa-st
iowa-wesleyan,Iowa Wesleyan University ,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/iowa-wesleyan.svg,https://www.ncaa.com/schools/iowa-wesleyan
ipfw,Purdue University Fort Wayne,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ipfw.svg,https://www.ncaa.com/schools/ipfw
ithaca,Ithaca College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ithaca.svg,https://www.ncaa.com/schools/ithaca
iupui,IUPUI,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/iupui.svg,https://www.ncaa.com/schools/iupui
jackson-st,Jackson State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/jackson-st.svg,https://www.ncaa.com/schools/jackson-st
jacksonville,Jacksonville University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/jacksonville.svg,https://www.ncaa.com/schools/jacksonville
jacksonville-st,Jacksonville State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/jacksonville-st.svg,https://www.ncaa.com/schools/jacksonville-st
james-madison,James Madison University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/james-madison.svg,https://www.ncaa.com/schools/james-madison
john-carroll,John Carroll University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/john-carroll.svg,https://www.ncaa.com/schools/john-carroll
john-jay,John Jay College of Criminal Justice,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/john-jay.svg,https://www.ncaa.com/schools/john-jay
johns-hopkins,Johns Hopkins University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/johns-hopkins.svg,https://www.ncaa.com/schools/johns-hopkins
johnson-c-smith,Johnson C. Smith University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/johnson-c-smith.svg,https://www.ncaa.com/schools/johnson-c-smith
johnson-st,Johnson State College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/johnson-st.svg,https://www.ncaa.com/schools/johnson-st
johnson-wales-ri,Johnson and Wales University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/johnson-wales-ri.svg,https://www.ncaa.com/schools/johnson-wales-ri
juniata,Juniata College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/juniata.svg,https://www.ncaa.com/schools/juniata
jwu-denver,Johnson & Wales University (Denver) ,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/jwu-denver.svg,https://www.ncaa.com/schools/jwu-denver
kalamazoo,Kalamazoo College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kalamazoo.svg,https://www.ncaa.com/schools/kalamazoo
kansas,University of Kansas,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kansas.svg,https://www.ncaa.com/schools/kansas
kansas-st,Kansas State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kansas-st.svg,https://www.ncaa.com/schools/kansas-st
kean,Kean University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kean.svg,https://www.ncaa.com/schools/kean
keene-st,Keene State College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/keene-st.svg,https://www.ncaa.com/schools/keene-st
kennesaw-st,Kennesaw State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kennesaw-st.svg,https://www.ncaa.com/schools/kennesaw-st
kent-st,Kent State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kent-st.svg,https://www.ncaa.com/schools/kent-st
kentucky,University of Kentucky,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kentucky.svg,https://www.ncaa.com/schools/kentucky
kentucky-st,Kentucky State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kentucky-st.svg,https://www.ncaa.com/schools/kentucky-st
kenyon,Kenyon College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kenyon.svg,https://www.ncaa.com/schools/kenyon
keuka,Keuka College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/keuka.svg,https://www.ncaa.com/schools/keuka
keystone,Keystone College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/keystone.svg,https://www.ncaa.com/schools/keystone
king-tn,King University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/king-tn.svg,https://www.ncaa.com/schools/king-tn
kings-pa,King's College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kings-pa.svg,https://www.ncaa.com/schools/kings-pa
knox,Knox College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/knox.svg,https://www.ncaa.com/schools/knox
kutztown,Kutztown University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kutztown.svg,https://www.ncaa.com/schools/kutztown
ky-wesleyan,Kentucky Wesleyan College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ky-wesleyan.svg,https://www.ncaa.com/schools/ky-wesleyan
la-lafayette,University of Louisiana at Lafayette,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/la-lafayette.svg,https://www.ncaa.com/schools/la-lafayette
la-monroe,University of Louisiana at Monroe,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/la-monroe.svg,https://www.ncaa.com/schools/la-monroe
la-roche,La Roche College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/la-roche.svg,https://www.ncaa.com/schools/la-roche
la-salle,La Salle University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/la-salle.svg,https://www.ncaa.com/schools/la-salle
la-sierra,La Sierra University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/la-sierra.svg,https://www.ncaa.com/schools/la-sierra
la-verne,University of La Verne,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/la-verne.svg,https://www.ncaa.com/schools/la-verne
lafayette,Lafayette College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lafayette.svg,https://www.ncaa.com/schools/lafayette
lagrange,LaGrange College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lagrange.svg,https://www.ncaa.com/schools/lagrange
lake-erie,Lake Erie College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lake-erie.svg,https://www.ncaa.com/schools/lake-erie
lake-forest,Lake Forest College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lake-forest.svg,https://www.ncaa.com/schools/lake-forest
lake-superior-st,Lake Superior State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lake-superior-st.svg,https://www.ncaa.com/schools/lake-superior-st
lakeland,Lakeland College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lakeland.svg,https://www.ncaa.com/schools/lakeland
lamar,Lamar University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lamar.svg,https://www.ncaa.com/schools/lamar
lambuth,Lambuth University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lambuth.svg,https://www.ncaa.com/schools/lambuth
lancaster-bible,Lancaster Bible College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lancaster-bible.svg,https://www.ncaa.com/schools/lancaster-bible
lander,Lander University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lander.svg,https://www.ncaa.com/schools/lander
lane,Lane College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lane.svg,https://www.ncaa.com/schools/lane
langston,Langston University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/langston.svg,https://www.ncaa.com/schools/langston
lasell,Lasell College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lasell.svg,https://www.ncaa.com/schools/lasell
lawrence,Lawrence University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lawrence.svg,https://www.ncaa.com/schools/lawrence
